Pcd,Lat,Long,Duration,Old Or New,Prd Category Type,Property Type,Price
CR03SN,51.378224,-0.105669,L,N,A,F,125000
CR04BA,51.368795,-0.107035,F,N,B,D,1200000
CR04BP,51.369239,-0.112275,F,N,A,T,347000
CR04EZ,51.360242,-0.112587,F,N,A,S,350000
CR04FA,51.361805,-0.121964,L,N,A,F,230000
CR04FA,51.361805,-0.121964,L,N,A,F,230000
CR04GF,,-0.1057,L,Y,A,F,310000
CR04HB,51.366346,-0.104665,L,N,A,F,332000
CR04JR,51.372858,-0.111925,F,N,A,T,360000
CR04LF,51.372017,-0.109402,L,N,A,F,160000
CR04LF,51.372017,-0.109402,L,N,B,F,205000
CR04LW,51.369406,-0.11484,F,N,A,S,530000
CR04NB,51.370769,-0.111795,F,N,B,T,1098600
CR04NP,51.363782,-0.121305,F,N,A,T,379950
CR04NR,51.372921,-0.116966,F,N,A,T,280000
CR04PJ,51.367935,-0.131881,F,N,B,O,155000
CR04PT,51.369004,-0.127873,F,N,A,S,500000
CR04PU,51.368778,-0.128399,F,N,A,S,560000
CR04QD,51.367418,-0.120941,F,N,A,S,450000
CR04QE,51.367468,-0.124631,F,N,B,O,9900000
CR04SB,51.369985,-0.129039,F,N,A,S,475000
CR04SY,51.37073,-0.126164,F,N,A,T,345000
CR04UR,51.383579,-0.126631,L,N,B,F,225000
CR04US,51.384571,-0.127913,F,N,A,T,290000
CR04XG,51.376203,-0.120869,L,N,B,O,15000
CR04XR,51.375383,-0.122454,F,N,B,O,370000
CR05BA,51.359774,-0.048328,F,N,A,D,2300000
CR05BL,51.357478,-0.049216,F,N,A,D,615000
CR05DA,51.372832,-0.075015,F,N,A,D,1180000
CR05HA,51.367635,-0.052735,F,N,A,S,527000
CR05HS,51.365836,-0.048918,F,N,B,D,1020000
CR05NU,51.373596,-0.085946,L,N,A,F,320000
CR05PZ,51.373316,-0.089161,L,N,B,F,220000
CR05QN,51.371966,-0.090784,L,N,A,F,96800
CR05UL,51.369344,-0.086611,F,N,A,T,560000
CR05UU,51.370001,-0.082748,L,N,B,F,268000
CR05UX,51.370199,-0.081708,L,N,A,F,327000
CR06BR,51.378117,-0.08853,F,N,B,T,570000
CR06DA,51.381293,-0.088096,F,N,A,T,402000
CR06DG,51.390402,-0.077052,F,N,A,T,413000
CR06DN,51.383897,-0.087858,F,N,A,S,440000
CR06DP,51.385232,-0.085891,F,N,B,S,407500
CR06DP,51.385232,-0.085891,F,N,A,T,510000
CR06DP,51.385232,-0.085891,F,N,B,T,320000
CR06EG,51.383663,-0.082364,F,N,B,S,370000
CR06EQ,51.384293,-0.085126,F,N,A,T,468500
CR06EX,51.387288,-0.075271,F,N,A,T,415000
CR06FB,51.378938,-0.090939,F,N,B,O,23140633
CR06HE,51.384599,-0.075786,F,N,A,T,445000
CR06HG,51.385203,-0.076436,F,N,A,T,425000
CR06JA,51.384297,-0.080426,L,N,A,T,337500
CR06JA,51.384297,-0.080426,L,N,B,F,150000
CR06JG,51.385015,-0.077579,F,N,A,T,345000
CR06LT,51.38364,-0.074906,F,N,A,T,414340
CR06NS,51.383988,-0.067663,F,N,A,T,470000
CR06PF,51.380549,-0.082207,F,N,A,T,425000
CR06PF,51.380549,-0.082207,F,N,A,T,340000
CR06SF,51.375429,-0.08528,F,N,B,T,1840000
CR06TJ,51.380043,-0.089197,F,N,A,T,374000
CR06TS,51.378109,-0.084766,F,N,A,T,445000
CR06TX,51.37818,-0.085266,F,N,A,S,322000
CR06XB,51.376062,-0.080009,F,N,A,T,444000
CR07BN,51.383896,-0.059877,F,N,A,S,465000
CR07BW,51.387006,-0.057619,F,N,A,S,425000
CR07DD,51.38051,-0.069936,L,N,A,F,270000
CR07DH,51.381322,-0.066855,F,N,A,T,488000
CR07ET,51.380714,-0.060515,F,N,A,T,532000
CR07EX,51.379107,-0.07103,L,N,A,F,280000
CR07HB,51.375811,-0.073467,F,N,A,D,640000
CR07HD,51.377735,-0.072927,L,N,A,F,360000
CR07LQ,51.379005,-0.061593,F,N,A,T,465000
CR07NT,51.382366,-0.039808,L,N,A,F,295000
CR07NY,51.388102,-0.040813,F,N,A,T,450000
CR07PJ,51.382542,-0.048236,F,N,A,S,735000
CR07PY,51.381768,-0.045481,F,N,A,D,475000
CR07QB,51.384332,-0.042311,F,N,A,D,485000
CR07SW,51.390628,-0.046671,F,N,A,S,470000
CR07TJ,51.391912,-0.050885,F,N,A,T,350000
CR07UN,51.390584,-0.049475,F,N,A,D,540000
CR07US,51.387237,-0.039672,L,N,A,F,390000
CR07XE,51.387774,-0.041661,L,N,A,F,311000
CR08AL,51.372804,-0.040217,F,N,A,S,570000
CR08AZ,51.369629,-0.033183,F,N,A,T,555000
CR08BQ,51.374981,-0.041316,F,N,A,S,540000
CR08NN,51.369457,-0.026179,L,N,A,F,215000
CR08PU,51.371004,-0.033167,F,N,B,S,590500
CR08QB,51.372989,-0.038355,F,N,A,S,600000
CR08QN,51.36713,-0.034353,F,N,A,S,618000
CR08QQ,51.368758,-0.037559,F,N,A,S,593825
CR08RF,51.371963,-0.045885,F,N,A,D,680775
CR08SD,51.374396,-0.054776,F,N,A,D,805000
CR08SE,51.376099,-0.054977,F,N,A,S,750000
CR08SF,51.376175,-0.055778,F,N,A,S,721500
CR08SS,51.376556,-0.0598,L,N,B,O,225000
CR08TY,51.377086,-0.04571,F,N,B,S,495000
CR08UE,51.376071,-0.044144,L,N,A,S,345000
CR08YQ,51.379499,-0.05341,F,N,A,T,405000
CR09AN,51.349991,-0.037657,L,N,A,F,295000
CR09BD,51.349679,-0.032975,F,N,B,S,250000
CR09BE,51.351674,-0.032904,F,N,A,T,488000
CR09DQ,51.354077,-0.023394,F,N,A,T,292000
CR09DS,51.354887,-0.022382,F,N,A,T,282000
CR09HL,51.341391,-0.036919,L,N,A,F,222000
CR09HQ,51.339864,-0.037056,F,N,A,T,305000
CR09JN,51.347309,-0.042884,L,N,B,F,180000
CR09JY,51.347185,-0.038711,F,N,A,T,310000
CR09LA,51.345907,-0.041307,F,N,A,S,396000
CR09LE,51.345836,-0.044053,L,N,A,F,265000
CR09LL,51.34781,-0.047056,L,N,A,F,235000
CR09LY,51.344548,-0.04339,F,N,A,T,340000
CR09UG,51.343917,-0.003383,F,N,B,O,3100000
CR20AP,51.345665,-0.073928,L,N,A,T,432500
CR20BP,51.354744,-0.091801,F,N,A,S,615000
CR20DF,51.352363,-0.08696,F,N,A,D,627500
CR20DP,51.346355,-0.071558,F,N,A,D,468000
CR20DT,51.350216,-0.094833,L,N,A,F,217500
CR20DU,51.347261,-0.074737,F,N,A,D,720000
CR20EG,51.349354,-0.083912,F,N,A,D,699999
CR20JA,51.339378,-0.088147,F,N,A,S,679950
CR20NA,51.347985,-0.100339,F,N,A,S,497500
CR20NA,51.347985,-0.100339,F,N,A,T,464000
CR20NE,51.347861,-0.099871,F,N,A,S,470000
CR20NJ,51.346934,-0.094869,F,N,A,S,550000
CR20PA,51.352183,-0.097451,L,N,A,F,345000
CR20PG,51.351207,-0.096601,L,N,A,F,265500
CR20PQ,51.347692,-0.096661,F,N,A,S,590000
CR20SB,51.347504,-0.088455,F,N,A,D,1310000
CR26AP,51.348593,-0.101808,F,N,B,O,10000
CR26DP,51.350878,-0.108492,F,N,A,S,547000
CR26DW,51.347184,-0.106935,F,N,B,D,475000
CR26EF,51.357759,-0.097508,F,N,B,T,325000
CR26HB,51.350653,-0.101292,F,N,A,S,435000
CR26HD,51.354746,-0.095248,F,N,A,T,350000
CR26JA,51.355759,-0.100061,L,N,B,F,230500
CR26JE,51.355354,-0.099446,L,N,A,F,437500
CR26JP,51.354679,-0.102188,L,N,A,F,281725
CR26LT,51.365049,-0.104532,L,N,A,F,206000
CR26LY,51.365955,-0.102124,L,N,A,F,225000
CR26NB,51.356316,-0.102767,F,N,A,T,395000
CR26PL,51.356144,-0.093294,L,Y,A,F,265000
CR26PT,51.357357,-0.094307,F,N,A,T,427000
CR26PW,51.362755,-0.096712,F,N,B,S,372000
CR26QB,51.346856,-0.10501,L,N,A,F,230000
CR26QL,51.345761,-0.10685,L,N,A,F,285000
CR26RE,51.360352,-0.096596,F,N,A,T,364500
CR27AR,51.359526,-0.090037,L,N,B,O,235000
CR27BA,51.362015,-0.093769,F,N,A,T,400000
CR27BB,51.36183,-0.091263,L,N,A,F,243000
CR27BP,51.356589,-0.082561,F,N,A,D,1100000
CR27DA,51.357314,-0.093346,F,N,A,T,347000
CR27DS,51.358742,-0.092138,L,N,B,F,300000
CR27EF,51.363343,-0.089735,L,N,A,F,237500
CR27EP,51.363658,-0.083688,L,N,A,F,285000
CR27HR,51.362744,-0.080035,F,N,B,D,860000
CR27JP,51.3555,-0.068833,F,N,A,S,500000
CR27LB,51.361811,-0.092858,L,N,A,F,220000
CR27LL,51.353317,-0.061873,F,N,A,S,485000
CR28AR,51.349819,-0.05484,F,N,B,T,340000
CR28BJ,51.343062,-0.072587,F,N,A,S,727500
CR28BW,51.341055,-0.074135,F,N,A,S,725000
CR28EA,51.34541,-0.063327,F,N,A,S,595000
CR28JS,51.351956,-0.040604,F,N,B,S,465000
CR28LF,51.346864,-0.053946,F,N,A,S,267500
CR28LT,51.347867,-0.055871,F,N,A,S,392500
CR28PH,51.340707,-0.057394,F,N,A,D,635000
CR28PH,51.340707,-0.057394,F,N,A,D,725000
CR28PU,51.341763,-0.0533,F,N,B,T,430000
CR28QG,51.33931,-0.055041,F,N,A,S,600000
CR28QU,51.340286,-0.052057,F,N,A,T,392500
CR28QX,51.340742,-0.050817,F,N,B,T,395000
CR28RU,51.342773,-0.057824,F,N,A,S,450000
CR29BJ,51.321692,-0.064226,F,N,A,S,425000
CR29EQ,51.323104,-0.070208,F,N,A,T,195000
CR30DP,51.312,-0.082928,F,N,A,S,560000
CR30EX,51.315023,-0.086318,F,N,A,D,480000
CR30EX,51.315023,-0.086318,F,N,A,S,480000
CR35QU,51.295437,-0.108476,F,N,A,S,450000
CR41BG,51.410482,-0.145088,L,N,A,F,265000
CR41DX,51.400399,-0.147811,L,N,B,F,246000
CR41ED,51.402735,-0.15052,F,N,A,S,425000
CR41GE,51.403836,-0.154199,L,N,A,F,119250
CR41HH,51.395608,-0.136001,F,N,A,S,435000
CR41JD,51.40213,-0.141228,F,N,A,T,419000
CR41JG,51.400604,-0.144237,F,N,A,T,400000
CR41LA,51.39855,-0.136111,F,N,A,T,478000
CR41LW,51.399438,-0.131417,L,N,B,F,262500
CR41QG,51.39816,-0.129658,F,N,A,S,380000
CR41SW,51.408043,-0.148911,F,N,B,S,349296
CR41XE,51.401368,-0.130649,F,N,A,T,375000
CR42EH,51.415604,-0.151079,L,N,A,F,457000
CR42FE,51.419684,-0.161227,L,N,A,F,314000
CR42HA,51.4103,-0.159216,F,N,A,T,625000
CR42JY,51.407918,-0.161584,L,N,A,F,257500
CR42LL,51.409114,-0.15472,F,N,B,T,363000
CR42QB,51.403822,-0.158973,F,N,B,T,380000
CR42QD,51.404075,-0.157353,F,N,A,T,545000
CR43EQ,51.407531,-0.17129,F,N,A,T,346000
CR43ES,51.408666,-0.169103,L,N,B,F,200000
CR43EX,51.40834,-0.178232,L,N,B,F,285000
CR43GN,51.405726,-0.171463,L,N,A,F,250000
CR43JW,51.412294,-0.167649,F,N,A,T,425000
CR43PB,51.404551,-0.182063,L,N,A,F,250000
CR43SB,51.41287,-0.168863,F,N,A,D,520000
CR44AB,51.402833,-0.16416,F,N,A,T,405000
CR44BR,51.395684,-0.170527,F,N,A,T,375000
CR44BR,51.395684,-0.170527,F,N,A,T,470000
CR44DH,51.397868,-0.177354,F,N,B,T,455000
CR44EG,51.398434,-0.167499,L,N,A,F,320000
CR44EN,51.398746,-0.167932,L,N,A,F,207000
CR44FH,51.398985,-0.164817,L,N,A,F,332500
CR44JP,51.383301,-0.161291,F,N,A,T,355000
CR44LF,51.395959,-0.162768,F,N,A,T,545000
CR44LJ,51.394891,-0.162365,F,N,A,T,420000
CR44LN,51.395358,-0.162303,F,N,A,S,431500
CR44NP,51.385899,-0.160095,F,N,A,T,265000
CR51AD,51.306816,-0.142384,F,N,A,D,665000
CR51AX,51.314335,-0.138479,F,N,A,D,665000
CR51BZ,51.299583,-0.12529,L,N,A,F,270000
CR51HB,51.309799,-0.117427,F,N,A,D,685000
CR51HP,51.304604,-0.112604,F,N,A,D,470000
CR51HR,51.307633,-0.117545,F,N,A,S,570000
CR51HR,51.307633,-0.117545,F,N,A,S,450000
CR51HT,51.305082,-0.112699,F,N,A,S,387500
CR51JQ,51.304494,-0.107458,F,N,A,S,450000
CR51ND,51.305251,-0.145762,F,N,A,D,640000
CR51QB,51.303094,-0.117085,F,N,A,T,582500
CR51RB,51.312237,-0.139439,F,N,A,D,657500
CR51RG,51.312121,-0.138899,F,N,A,S,535000
CR51SL,51.303152,-0.115662,F,N,B,T,349950
CR51SS,51.306622,-0.113382,F,N,A,T,420000
CR52BB,51.323378,-0.1354,L,N,A,F,155000
CR52BL,51.326399,-0.132579,F,N,A,S,638000
CR52BL,51.326399,-0.132579,F,N,A,D,820000
CR52BT,51.321771,-0.136258,L,N,A,F,190000
CR52JN,51.322024,-0.130044,F,N,A,S,470500
CR52JP,51.321194,-0.131556,F,N,A,S,407000
CR52JS,51.319132,-0.1291,F,N,A,D,595000
CR52LB,51.316635,-0.12593,F,N,A,S,580000
CR52QP,51.324675,-0.159432,F,N,A,S,515000
CR52SN,51.316984,-0.128657,F,N,A,T,385000
CR52SU,51.317984,-0.130998,F,N,A,T,530000
CR53BB,51.31943,-0.145046,F,N,A,T,355000
CR53BB,51.31943,-0.145046,F,N,A,T,377500
CR53BH,51.319636,-0.147234,F,N,A,T,400000
CR53BT,51.319077,-0.152853,F,N,A,S,460000
CR53DE,51.314728,-0.151378,F,N,A,S,560000
CR53DE,51.314728,-0.151378,F,N,A,S,676000
CR53HB,51.320887,-0.150126,F,N,A,D,642000
CR53HL,51.319079,-0.155264,F,N,A,S,615000
CR53HN,51.318556,-0.158055,F,N,A,S,480000
CR53JH,51.320894,-0.153469,F,N,A,S,589000
CR53JL,51.320037,-0.156144,F,N,A,S,504000
CR53JN,51.319625,-0.158543,F,N,A,S,525000
CR77BL,51.39568,-0.101282,F,N,A,T,412000
CR77DA,51.398284,-0.105487,L,N,A,F,150000
CR77DE,51.398327,-0.107038,F,N,B,T,360000
CR77EL,51.392286,-0.106626,F,N,A,T,455000
CR77EP,51.392667,-0.104584,F,N,A,T,330000
CR77EQ,51.395011,-0.104415,L,N,A,F,150000
CR77JD,51.396212,-0.10747,L,N,A,F,300000
CR77JG,51.398231,-0.099452,L,N,B,O,2500000
CR77JY,51.390158,-0.107375,F,N,A,T,300000
CR77NN,51.402403,-0.112736,F,N,A,S,510000
CR77PH,51.399993,-0.115566,F,N,A,T,416000
CR77QD,51.400614,-0.108324,F,N,A,T,487500
CR77QF,51.400318,-0.108382,F,N,A,S,455000
CR77QN,51.400953,-0.113198,F,N,A,D,382500
CR77QN,51.400953,-0.113198,L,N,A,F,219000
CR77QN,51.400953,-0.113198,L,N,B,F,128000
CR77QR,51.401478,-0.11171,L,N,A,F,275000
CR77RH,51.400697,-0.105114,F,N,B,T,580000
CR77RP,51.401666,-0.105549,L,N,A,F,272000
CR77RT,51.400276,-0.104097,F,N,A,T,460000
CR78DF,51.411134,-0.10323,F,N,A,T,325000
CR78HA,51.405603,-0.103201,L,N,A,F,220000
CR78HD,51.404862,-0.102972,L,N,A,F,215000
CR78HP,51.408364,-0.103201,F,N,A,T,445000
CR78HT,51.409381,-0.096027,L,N,A,F,302000
CR78LJ,51.40067,-0.095713,F,N,A,T,510000
CR78LS,51.400718,-0.097497,L,N,A,F,397500
CR78NY,51.402589,-0.096482,F,N,A,T,460000
CR78PF,51.407315,-0.095092,L,N,A,F,273000
CR78PL,51.407822,-0.09694,F,N,A,T,347500
CR78PN,51.407651,-0.097479,F,N,A,T,460000
CR78PR,51.408071,-0.095708,F,N,A,T,387000
CR78PW,51.406759,-0.094109,L,N,B,F,240000
CR78PZ,51.407798,-0.092167,F,N,A,S,470000
CR78QF,51.401112,-0.094128,F,N,A,T,413000
CR78QW,51.402859,-0.092589,F,N,A,T,460000
CR78RA,51.398346,-0.098239,F,N,A,T,415000
CR78RH,51.396466,-0.095974,F,N,A,T,350000
CR78RQ,51.397464,-0.094308,F,N,A,T,357500
CR81AU,51.338113,-0.109936,F,N,A,T,490000
CR81DH,51.332437,-0.10315,F,N,A,D,730000
CR81EH,51.329134,-0.095793,F,N,A,S,545000
CR81HH,51.335532,-0.102132,F,N,A,S,675000
CR81HH,51.335532,-0.102132,F,N,A,D,405000
CR81HQ,51.331341,-0.095974,F,N,A,S,525000
CR81JD,51.338951,-0.104446,F,N,A,S,520000
CR81JD,51.338951,-0.104446,F,N,A,D,640000
CR81JN,51.331974,-0.100111,F,N,A,S,690000
CR82AH,51.339516,-0.114401,F,N,A,T,365000
CR82AS,51.340941,-0.11015,F,N,A,T,467000
CR82AX,51.339387,-0.113071,L,N,A,F,124000
CR82BT,51.342952,-0.106047,F,N,A,S,608000
CR82DE,51.331963,-0.110505,F,N,A,T,400000
CR82DP,51.331797,-0.111918,F,N,B,T,405000
CR82DQ,51.33103,-0.111232,F,N,A,T,435000
CR82DS,51.330032,-0.11067,F,N,A,T,382000
CR82DZ,51.32981,-0.106933,L,N,A,F,295000
CR82EZ,51.338074,-0.114747,L,N,A,F,262500
CR82JF,51.345747,-0.122143,F,N,A,S,745000
CR82PH,51.334872,-0.120291,L,N,A,F,268000
CR82UU,51.340793,-0.116086,L,N,A,F,255000
CR83AF,51.337849,-0.120298,F,N,A,D,890000
CR83AQ,51.335646,-0.12425,F,N,A,D,989000
CR83BG,51.335133,-0.127616,F,N,B,D,975000
CR83BN,51.332782,-0.135851,F,N,B,O,1020000
CR83NE,51.342583,-0.139144,F,N,B,D,1700000
CR83PD,51.344493,-0.136554,F,N,B,D,1000000
CR84AB,51.332015,-0.12493,L,N,A,F,241000
CR84BS,51.332312,-0.12163,L,N,A,F,88000
CR84DS,51.329063,-0.119208,F,N,A,D,575000
CR84DW,51.330356,-0.120777,F,N,A,S,415000
CR84DY,51.331,-0.121655,L,N,A,F,237500
CR84DY,51.331,-0.121655,F,N,A,T,385000
CR84EB,51.323873,-0.127544,F,N,A,D,706000
CR84ED,51.32281,-0.127458,F,N,A,D,760000
CR84ED,51.32281,-0.127458,F,N,A,S,493260
CR84EF,51.325142,-0.125928,F,N,A,S,710000
CR84EJ,51.322738,-0.126298,F,N,A,D,805000
CR84EY,51.333656,-0.127504,L,N,A,F,395000
CR84HE,51.32939,-0.126156,L,N,A,F,203000
CR84LA,51.334074,-0.1244,F,N,B,D,810000
CR84LQ,51.33265,-0.134321,F,N,A,D,815000
CR85AJ,51.323391,-0.093763,F,N,A,S,410000
CR85BA,51.323141,-0.092252,F,N,A,S,430000
CR85BD,51.320709,-0.089253,F,N,B,D,575000
CR85BD,51.320709,-0.089253,F,N,B,S,350000
CR85BL,51.319667,-0.087617,F,N,B,T,232000
CR85BL,51.319667,-0.087617,F,N,A,T,212500
CR85BQ,51.320384,-0.092984,F,N,A,S,425000
CR85EB,51.317745,-0.101058,F,N,A,D,764000
CR85HQ,51.313041,-0.106002,L,N,A,F,370000
CR85HR,51.315214,-0.10805,F,N,A,D,708000
CR85JA,51.324995,-0.100644,F,N,B,S,345000
CR85JR,51.317856,-0.107382,L,N,B,F,295000
CR85LJ,51.32019,-0.111003,F,N,A,D,740000
CR85NG,51.327384,-0.107119,F,N,A,S,426000
CR85NW,51.32477,-0.10836,F,N,A,S,460000
CR85NZ,51.327116,-0.109427,F,N,A,T,365500
DA13NP,51.448815,0.185827,F,N,A,S,345000
DA13PN,51.446067,0.175967,L,N,A,F,145000
DA144BB,51.430194,0.103568,F,N,B,T,400000
DA144BD,51.428457,0.103675,L,N,A,F,291000
DA144BE,51.428508,0.10234,F,N,A,T,300000
DA144BX,51.427367,0.107279,F,N,A,S,535000
DA144DG,51.429366,0.106638,F,N,A,D,702000
DA144DP,51.427631,0.105105,L,N,A,F,286000
DA144EA,51.432142,0.103298,F,N,A,T,390000
DA144EF,51.430472,0.108616,L,N,A,F,425000
DA144JA,51.433028,0.104519,L,N,B,F,264800
DA144JJ,51.430299,0.119225,F,N,A,S,525000
DA144NE,51.430507,0.118185,F,N,A,S,450000
DA144PB,51.432853,0.122221,F,N,A,S,415000
DA144PU,51.432792,0.13252,F,N,A,S,363000
DA144PU,51.432792,0.13252,F,N,A,S,480000
DA144QD,51.433393,0.129123,F,N,A,S,387250
DA144TB,51.429745,0.10408,L,N,A,F,235000
DA145DY,51.415445,0.113145,F,N,A,T,300000
DA145JG,51.418093,0.126341,F,N,A,T,305000
DA145JR,51.417033,0.128737,L,N,A,F,146250
DA146BB,51.422342,0.097655,F,N,A,D,866500
DA146DB,51.425054,0.098326,L,N,A,F,323000
DA146DP,51.42332,0.100275,L,N,A,F,248000
DA146EH,51.425782,0.103912,F,N,B,O,368500
DA146FF,51.424969,0.097586,L,N,A,F,337000
DA146HY,51.422,0.110182,F,N,A,T,387000
DA146LQ,51.42169,0.109391,F,N,A,T,459000
DA146LW,51.420708,0.110483,F,N,A,T,467500
DA146PT,51.42673,0.08911,F,N,A,S,550000
DA146PW,51.427482,0.087792,F,N,A,T,425000
DA146QH,51.42971,0.084858,L,N,A,F,285000
DA146SQ,51.418481,0.116291,L,N,A,F,250000
DA14AA,51.449699,0.190029,F,N,A,T,326500
DA14AB,51.449955,0.18935,F,N,A,T,325000
DA14BB,51.450779,0.175011,F,N,A,T,308000
DA14FB,51.460162,0.178696,L,N,A,F,87500
DA14FF,51.459907,0.179389,L,N,A,F,193000
DA14FJ,51.449458,0.180302,L,N,A,F,108000
DA14FP,51.451696,0.190079,F,N,A,T,425000
DA14FQ,51.451589,0.191414,L,N,A,F,210000
DA14FQ,51.451589,0.191414,L,N,B,O,215000
DA14FQ,51.451589,0.191414,L,N,A,F,205000
DA14FW,51.450849,0.190112,F,N,A,T,395000
DA14JP,51.453794,0.18215,F,N,A,S,350000
DA14RN,51.454898,0.178402,F,N,A,T,223500
DA14TE,51.455214,0.180749,F,N,A,T,275000
DA14TR,51.45596,0.17982,L,N,A,F,205000
DA157AP,51.433744,0.103199,F,N,B,O,1975235
DA157HA,51.427871,0.099764,F,N,A,S,672500
DA157HD,51.428735,0.099185,F,N,A,D,1240000
DA157HU,51.431623,0.100109,L,N,A,F,305000
DA157LZ,51.432733,0.099412,L,N,A,F,175000
DA157NA,51.43258,0.09893,L,N,A,F,276000
DA157PH,51.434374,0.084064,F,N,A,D,405000
DA158AU,51.440789,0.083348,F,N,A,S,493807
DA158BB,51.437644,0.090328,F,N,A,T,440000
DA158BB,51.437644,0.090328,F,N,A,T,400000
DA158BD,51.437917,0.090657,F,N,A,S,475000
DA158BG,51.439286,0.085438,F,N,A,S,612500
DA158BJ,51.438889,0.083521,F,N,A,S,580000
DA158BL,51.439812,0.084225,F,N,A,S,615000
DA158DA,51.43858,0.091291,F,N,A,S,550000
DA158EL,51.44248,0.093427,F,N,A,S,540000
DA158GU,51.45085,0.095635,F,N,A,D,670000
DA158HB,51.44133,0.090352,F,N,A,S,440000
DA158HE,51.443511,0.09415,F,N,A,T,378000
DA158HF,51.443708,0.093699,F,N,A,T,530000
DA158HP,51.444122,0.093142,F,N,A,T,470000
DA158HY,51.445332,0.089858,F,N,A,T,352000
DA158JG,51.441028,0.08913,F,N,A,T,418000
DA158JS,51.444707,0.092147,F,N,A,T,420000
DA158LH,51.437167,0.098378,F,N,B,O,2760000
DA158PE,51.456365,0.087383,F,N,A,T,355000
DA158PH,51.450282,0.097713,F,N,A,T,180000
DA158QP,51.449486,0.095445,F,N,B,S,500000
DA158QX,51.449731,0.091801,F,N,A,S,450000
DA158RN,51.452835,0.098261,F,N,A,T,385000
DA158SW,51.451514,0.092156,F,N,B,O,1510000
DA158SZ,51.453438,0.089135,F,N,A,T,347500
DA158SZ,51.453438,0.089135,F,N,A,T,338000
DA158WJ,51.437667,0.098084,F,N,A,T,470000
DA159AA,51.43457,0.106273,F,N,A,S,625500
DA159BW,51.44361,0.109178,F,N,A,S,500000
DA159DL,51.440403,0.102455,F,N,A,S,562500
DA159HA,51.446851,0.105974,F,N,A,T,355000
DA159HE,51.448236,0.102973,F,N,A,S,370000
DA159HP,51.447168,0.107846,F,N,A,T,310000
DA159HY,51.448591,0.109206,F,N,A,T,329500
DA159JB,51.447212,0.109906,F,N,A,T,490000
DA159JE,51.444362,0.110853,F,N,B,T,318000
DA159JL,51.447062,0.115238,F,N,A,S,350000
DA159LA,51.443615,0.108373,F,N,A,S,575000
DA159LF,51.443692,0.113096,F,N,A,T,376500
DA159LN,51.445798,0.117007,F,N,A,T,475000
DA159LQ,51.444774,0.118457,F,N,A,T,610000
DA159LT,51.449383,0.104695,F,N,A,T,320000
DA159NR,51.449246,0.115814,L,N,A,F,275000
DA159PB,51.449463,0.113751,F,N,A,S,415000
DA159PH,51.45028,0.111873,F,N,A,T,313000
DA161DR,51.473917,0.119101,F,N,A,S,380000
DA161DZ,51.472695,0.115545,F,N,A,S,370000
DA161EJ,51.471965,0.125101,F,N,A,S,385000
DA161EJ,51.471965,0.125101,F,N,A,S,425000
DA161EL,51.472161,0.124693,F,N,A,S,350000
DA161EU,51.472047,0.120584,F,N,A,T,422500
DA161EU,51.472047,0.120584,F,N,A,S,480000
DA161EW,51.472084,0.123969,F,N,A,S,412500
DA161EW,51.472084,0.123969,F,N,A,S,380000
DA161HT,51.465492,0.123491,F,N,A,T,475000
DA161LQ,51.467555,0.120793,F,N,A,S,575000
DA161NS,51.465923,0.117075,F,N,A,S,445000
DA161RD,51.47096,0.112038,F,N,A,T,340000
DA161RJ,51.46986,0.114651,F,N,A,S,425500
DA161RT,51.460375,0.121482,F,N,B,T,280000
DA162BS,51.452762,0.105815,F,N,A,T,385000
DA162BT,51.451975,0.107606,F,N,A,T,360000
DA162BU,51.452266,0.107893,F,N,A,T,340000
DA162BY,51.453641,0.108475,F,N,A,T,313000
DA162BZ,51.452576,0.110642,F,N,A,T,470000
DA162DR,51.460682,0.104452,F,N,B,O,630000
DA162HN,51.457411,0.099335,F,N,A,S,470000
DA162HZ,51.456688,0.103059,F,N,A,S,297500
DA162LH,51.454649,0.101425,F,N,B,T,305000
DA162LR,51.455604,0.097813,F,N,A,T,420000
DA162NG,51.457074,0.087991,F,N,A,T,459995
DA162NH,51.456029,0.092132,F,N,A,S,456900
DA162NN,51.453725,0.100245,F,N,A,S,482000
DA162NN,51.453725,0.100245,F,N,A,S,490000
DA162NQ,51.456772,0.087776,F,N,A,T,417000
DA162NX,51.457181,0.096589,F,N,A,S,418000
DA162NY,51.455823,0.095592,F,N,A,S,385000
DA162QB,51.459245,0.091286,F,N,A,T,336000
DA162QD,51.459192,0.090765,F,N,A,T,365000
DA162QY,51.461704,0.089066,F,N,A,T,390000
DA162RR,51.462495,0.087576,F,N,A,S,595000
DA162RZ,51.462584,0.085608,F,N,A,S,665000
DA163AZ,51.465156,0.099719,F,N,A,T,425000
DA163DD,51.467765,0.109155,L,N,B,F,218000
DA163DG,51.471523,0.11025,L,N,A,F,260000
DA163DQ,51.471555,0.108451,F,N,A,T,365000
DA163EH,51.47014,0.107608,F,N,A,S,467500
DA163HP,51.467661,0.102959,F,N,A,S,410000
DA163JQ,51.468772,0.108164,F,N,A,T,360000
DA163JW,51.465634,0.099151,F,N,A,S,415000
DA163LQ,51.465666,0.097324,F,N,A,T,415000
DA163NF,51.47088,0.096426,F,N,A,T,295000
DA163NL,51.466901,0.092168,F,N,A,S,460000
DA163NS,51.469614,0.092811,F,N,A,T,367000
DA163QS,51.463461,0.100433,F,N,B,O,155000
